subject,site,cond,window,tmin,tmax,A1,gamma1,f1,A2,gamma2,f2,R2,RMSE_uV,n_eeg,n_roi,roi_ok,roi_names,agg,file,evoked_comment,fit_valid,fit_issues
13,m1,active,15-80ms,0.015,0.08,0.4814278776679932,68.52755270773312,17.632895667779493,-0.22512685443559086,20.000000000000004,52.837936334029244,0.5131257058047592,0.0858887841652786,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-13_M1_active_ave.fif,M1_active,True,
13,m1,sham,15-80ms,0.015,0.08,0.32855067197553667,70.67425679668794,18.23759521759756,-0.2107123812956287,20.000000000000004,52.66806442130114,0.37643698870719133,0.09720043422504271,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-13_M1_sham_ave.fif,M1_sham,True,
13,ppc,active,15-80ms,0.015,0.08,0.4928592945112698,77.06819948552719,18.68100704065884,-0.23697849727601963,20.000000000000004,53.162306817342426,0.5050948979143233,0.08659423856597379,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-13_PPC_active_ave.fif,PPC_active,True,
13,ppc,sham,15-80ms,0.015,0.08,0.5541830259510429,81.18511563040609,19.4478082127873,-0.2402538319460634,20.00000000155656,53.391100999501674,0.5209601828571745,0.085194947312771,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-13_PPC_sham_ave.fif,PPC_sham,True,
14,dlpfc,active,15-80ms,0.015,0.08,0.6799123146446368,110.77826790954876,18.162233635984403,0.33215285517572185,20.000000000000004,61.50286781485634,0.8205388978370773,0.05214506312712498,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-14_DLPFC_active_ave.fif,DLPFC_active,True,
14,dlpfc,sham,15-80ms,0.015,0.08,0.8314690544099933,61.51824233359522,14.674440276333328,0.49888143264599305,53.6206033332029,107.23749017054188,0.7557987760432712,0.060827777740129714,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-14_DLPFC_sham_ave.fif,DLPFC_sham,True,
14,m1,active,15-80ms,0.015,0.08,0.4767964965376675,50.00000000000001,14.765746452826631,0.2350333487070939,20.000000000000043,61.7394133083467,0.8557706363247031,0.046747121719115915,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-14_M1_active_ave.fif,M1_active,True,
14,m1,sham,15-80ms,0.015,0.08,0.43543743323020395,74.09840739878352,18.691943975356327,-0.21579548085887984,20.00000000000124,52.896333411016116,0.4272506031226636,0.09315589710166934,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-14_M1_sham_ave.fif,M1_sham,True,
14,ppc,active,15-80ms,0.015,0.08,0.51729327849702,79.83662453476221,19.429368755530284,-0.23844868353629314,20.000000000132502,53.30008742179103,0.5056999821307142,0.08654128615954455,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-14_PPC_active_ave.fif,PPC_active,True,
14,ppc,sham,15-80ms,0.015,0.08,0.5725699514457293,82.30661809371273,19.393360529652274,-0.23886492358899278,20.000000000000004,53.394994230457726,0.5201673202695105,0.0852654215795354,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-14_PPC_sham_ave.fif,PPC_sham,True,
15,dlpfc,active,15-80ms,0.015,0.08,0.7732068284314514,124.59745558870117,19.79957366738706,0.30042280834480567,20.000000000000007,62.74841336364783,0.6655795051778048,0.07118270291496909,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-15_DLPFC_active_ave.fif,DLPFC_active,True,
15,dlpfc,sham,15-80ms,0.015,0.08,1.0789994000162146,142.0480542421952,20.723768815877563,-0.6473996400097288,59.978341263625595,113.71024730842056,0.527478232682693,0.08461336015627821,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-15_DLPFC_sham_ave.fif,DLPFC_sham,True,
15,m1,active,15-80ms,0.015,0.08,0.43399381420811994,69.80181230052754,18.924292494180428,-0.2255166846741358,20.000000000000004,52.923352204220805,0.47120401331384465,0.08951011341934333,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-15_M1_active_ave.fif,M1_active,True,
15,m1,sham,15-80ms,0.015,0.08,0.4465914787896622,76.95799503728759,18.35987019622037,-0.21776438042015567,20.00000000000059,52.89206614675744,0.42953990886421545,0.09296953648473888,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-15_M1_sham_ave.fif,M1_sham,True,
15,ppc,active,15-80ms,0.015,0.08,0.7643409354166792,90.50599405744727,19.93919668467064,-0.25586121781628185,20.000000000000004,53.94551027920321,0.6093150788308415,0.07693808226469469,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-15_PPC_active_ave.fif,PPC_active,True,
15,ppc,sham,15-80ms,0.015,0.08,0.7801416411202733,92.32688820516228,21.69160365114867,0.468084984672164,45.38130572027334,118.15320572079456,0.48619871159317396,0.08823189902847955,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-15_PPC_sham_ave.fif,PPC_sham,True,
