subject,site,cond,window,tmin,tmax,A1,gamma1,f1,A2,gamma2,f2,R2,RMSE_uV,n_eeg,n_roi,roi_ok,roi_names,agg,file,evoked_comment,fit_valid,fit_issues,mi_early_late_bits,bins_early,bins_late,resample_n
14,ppc,active,early,0.015,0.08,0.51729327849702,79.83662453476221,19.429368755530284,-0.2384486835362931,20.000000000132506,53.30008742179103,0.5056999821307142,0.0865412861595445,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-14_PPC_active_ave.fif,PPC_active,True,,0.6371877565143278,8,8,128
14,ppc,sham,early,0.015,0.08,0.5725699514457293,82.30661809371273,19.39336052965228,-0.2388649235889927,20.000000000000004,53.394994230457726,0.5201673202695105,0.0852654215795354,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-14_PPC_sham_ave.fif,PPC_sham,True,,0.6422861700165592,9,8,128
15,dlpfc,active,early,0.015,0.08,0.7732068284314514,124.59745558870117,19.79957366738706,0.3004228083448056,20.000000000000007,62.74841336364783,0.6655795051778048,0.071182702914969,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-15_DLPFC_active_ave.fif,DLPFC_active,True,,0.7394984771120826,16,8,128
15,dlpfc,sham,early,0.015,0.08,1.0789994000162146,142.0480542421952,20.723768815877563,-0.6473996400097288,59.9783412636256,113.71024730842056,0.527478232682693,0.0846133601562782,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-15_DLPFC_sham_ave.fif,DLPFC_sham,True,,0.5882251563357854,8,8,128
15,m1,active,early,0.015,0.08,0.4339938142081199,69.80181230052754,18.924292494180428,-0.2255166846741358,20.000000000000004,52.923352204220805,0.4712040133138446,0.0895101134193433,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-15_M1_active_ave.fif,M1_active,True,,0.6158211633129895,9,8,128
15,m1,sham,early,0.015,0.08,0.4465914787896622,76.95799503728759,18.35987019622037,-0.2177643804201556,20.00000000000059,52.89206614675744,0.4295399088642154,0.0929695364847388,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-15_M1_sham_ave.fif,M1_sham,True,,0.6871677647962984,9,8,128
15,ppc,active,early,0.015,0.08,0.7643409354166792,90.50599405744728,19.93919668467064,-0.2558612178162818,20.000000000000004,53.94551027920321,0.6093150788308415,0.0769380822646946,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-15_PPC_active_ave.fif,PPC_active,True,,0.5823765551206674,8,8,128
15,ppc,sham,early,0.015,0.08,0.7801416411202733,92.32688820516228,21.69160365114867,0.468084984672164,45.38130572027334,118.15320572079456,0.4861987115931739,0.0882318990284795,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-15_PPC_sham_ave.fif,PPC_sham,True,,0.7744803420954516,9,8,128
16,dlpfc,active,early,0.015,0.08,0.3859781331085342,50.00000000000001,15.174336080086276,0.259245697709889,20.000000000000004,60.701199817386,0.7692060401579615,0.059134407745646,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-16_DLPFC_active_ave.fif,DLPFC_active,True,,0.5340613816169711,12,8,128
16,dlpfc,sham,early,0.015,0.08,0.2726488097516601,50.00000000000001,16.12385173960245,0.2947356952040242,20.000000000000004,61.6323340945544,0.7489878081922532,0.0616702118319201,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-16_DLPFC_sham_ave.fif,DLPFC_sham,True,,0.6424904957003403,9,8,128
16,m1,active,early,0.015,0.08,0.3537059159907288,73.53375930483386,16.956869030976158,-0.2057224211777412,20.00000000000001,52.66898579613174,0.3682663394878283,0.0978351783817143,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-16_M1_active_ave.fif,M1_active,True,,0.6120433249447006,9,8,128
16,m1,sham,early,0.015,0.08,0.5594513909712926,82.09449411860444,19.024626523683043,-0.2345080297846761,20.000000000000007,53.3112602440978,0.5041018136775833,0.0866810756952201,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-16_M1_sham_ave.fif,M1_sham,True,,0.6806881211295096,9,8,128
16,ppc,active,early,0.015,0.08,0.9286734533210508,114.13141875844724,25.0,-0.5572040719926303,44.6622819654072,111.3754675600359,0.7381635715576502,0.0629858604193579,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-16_PPC_active_ave.fif,PPC_active,True,,0.5815074829061415,13,8,128
16,ppc,sham,early,0.015,0.08,0.5926002704092245,83.15035881044848,19.357981731478496,-0.2373241512601168,20.000000000000004,53.40569016288301,0.5204306639149745,0.0852420205174748,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-16_PPC_sham_ave.fif,PPC_sham,True,,0.6892162151617036,9,8,128
17,dlpfc,active,early,0.015,0.08,0.8107236333302197,70.05362076066774,14.610931642145225,0.1627663227271688,20.000000000000007,61.89830892577738,0.7649411934435846,0.0596782797091216,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-17_DLPFC_active_ave.fif,DLPFC_active,True,,0.6620646408818169,10,8,128
17,dlpfc,sham,early,0.015,0.08,0.8163599094948729,109.37630963276372,21.353856217945086,0.2414285704057379,20.000000000000217,62.66568198546494,0.5016260137206352,0.086897186400023,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-17_DLPFC_sham_ave.fif,DLPFC_sham,True,,0.8816797038253784,14,9,128
17,m1,active,early,0.015,0.08,0.5348730098872362,77.805042764867,19.263209202031984,-0.2320254861480535,20.000000000000057,53.26505595499989,0.5026534652953956,0.0868075662378453,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-17_M1_active_ave.fif,M1_active,True,,0.7272431046040427,9,8,128
17,m1,sham,early,0.015,0.08,0.7816681918059839,108.57848859546168,24.501307066795835,0.2552082909574739,20.000000000000004,63.026820519698575,0.4924417522468688,0.0876942214807551,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-17_M1_sham_ave.fif,M1_sham,True,,0.6707787542966916,9,8,128
17,ppc,active,early,0.015,0.08,0.608746644504016,83.97535967675955,19.592076891411715,-0.2425091300918737,20.000000000000004,53.507992190388,0.5379446088825236,0.083671018037088,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-17_PPC_active_ave.fif,PPC_active,True,,0.5416490760173134,8,8,128
17,ppc,sham,early,0.015,0.08,0.6106024216464242,84.14673860108716,19.45986054613495,-0.2407384419062459,20.00000000087395,53.47733658285036,0.5333535169394981,0.0840856780819392,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-17_PPC_sham_ave.fif,PPC_sham,True,,0.7213888686240304,9,8,128
18,dlpfc,active,early,0.015,0.08,0.2988066262099524,51.492728968199685,14.727516345435811,0.3156810633388014,20.000000000000004,60.73602361729493,0.8598395719223721,0.0460829995731956,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-18_DLPFC_active_ave.fif,DLPFC_active,True,,0.7490523707003435,11,8,128
18,dlpfc,sham,early,0.015,0.08,0.7640118421374995,89.02474097986168,20.19248070469457,-0.2583237247217909,20.00000000000127,54.170196536630094,0.6221871225516549,0.0756600128013593,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-18_DLPFC_sham_ave.fif,DLPFC_sham,True,,0.7143357969702679,11,8,128
18,m1,active,early,0.015,0.08,0.350388897937416,67.03539346909642,18.793360743412435,-0.2080092813004893,20.000000000000004,52.59245824622492,0.3896559684717079,0.0961646340467586,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-18_M1_active_ave.fif,M1_active,True,,0.7080643920358746,9,8,128
18,m1,sham,early,0.015,0.08,0.6283241029835456,85.67653314013923,19.36857512074216,-0.2405924943270742,20.000000000000018,53.50028023247285,0.5338169435738267,0.084043914966093,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-18_M1_sham_ave.fif,M1_sham,True,,0.723014956726084,9,8,128
18,ppc,active,early,0.015,0.08,0.4090772561918682,74.12908438065612,18.59535801494,-0.2227135955028238,20.000000000885763,52.91644786802107,0.4351399009640492,0.092512087583397,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-18_PPC_active_ave.fif,PPC_active,True,,0.7092334571441354,9,8,128
18,ppc,sham,early,0.015,0.08,0.3632389841138606,70.55039524868656,18.59645824011835,-0.2077626791262081,20.000000000000004,52.66651445313597,0.3840646359184149,0.096604109649877,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-18_PPC_sham_ave.fif,PPC_sham,True,,0.7148478707266408,9,8,128
19,dlpfc,active,early,0.015,0.08,0.1851429774716843,50.00000000000001,14.118273135692384,0.3071663425456507,23.43613475458291,56.025673981207895,0.5482426171101782,0.08273335984759,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-19_DLPFC_active_ave.fif,DLPFC_active,True,,0.7655578438925161,10,9,128
19,dlpfc,sham,early,0.015,0.08,0.2495237201955727,50.00000000000001,14.519548949456562,0.3288453609636368,23.774950188805423,59.79055797747789,0.6963044103838525,0.0678339762030944,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-19_DLPFC_sham_ave.fif,DLPFC_sham,True,,0.6669989933120172,9,8,128
19,m1,active,early,0.015,0.08,0.8553136101127455,87.60726531717542,20.338702943334845,0.5131881660676473,47.34451603679115,118.61545274622304,0.5739922974081613,0.0803409121213399,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-19_M1_active_ave.fif,M1_active,True,,0.6520728992171649,10,8,128
19,m1,sham,early,0.015,0.08,0.527561843029898,84.69012352211735,19.11137009114716,-0.218841793460105,20.0000000000086,53.02439283360075,0.4373122611845166,0.0923340229830972,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-19_M1_sham_ave.fif,M1_sham,True,,0.5370176963173292,9,8,128
19,ppc,active,early,0.015,0.08,0.5455537209733752,80.68376140297772,19.30136294224344,-0.2376168379948063,20.00000000000008,53.3311351863332,0.5121955616681354,0.0859707877035506,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-19_PPC_active_ave.fif,PPC_active,True,,0.6302775163782925,8,8,128
19,ppc,sham,early,0.015,0.08,0.3749232147871161,69.92812171459423,18.94580724241521,-0.2159942910379579,20.0000000000004,52.80897389542199,0.4127066605268973,0.0943312457853682,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-19_PPC_sham_ave.fif,PPC_sham,True,,0.6661674188123246,9,8,128
20,dlpfc,active,early,0.015,0.08,0.669578613143794,120.21778742794788,24.30313195992008,0.3055791661240537,20.00000000000043,61.50059445922425,0.6108143405870924,0.0767903145933976,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-20_DLPFC_active_ave.fif,DLPFC_active,True,,1.556357446971601,9,8,128
20,dlpfc,sham,early,0.015,0.08,0.3446580080709086,68.19568532522379,18.20449577300187,-0.1949075701251961,20.000000000000004,52.47072197367281,0.3497839537500022,0.0992560238802913,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-20_DLPFC_sham_ave.fif,DLPFC_sham,True,,0.7098612652637406,10,8,128
20,m1,active,early,0.015,0.08,0.4640692735246092,75.4115029328057,18.549341224811805,-0.2223204438933481,20.000000000000004,53.00167452785509,0.454748277703737,0.0908921874077735,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-20_M1_active_ave.fif,M1_active,True,,0.6302442034490463,9,8,128
20,m1,sham,early,0.015,0.08,0.8009440394463168,90.80839743675064,21.73281017925906,0.48056642366779,46.21249112281723,118.72562849881156,0.5039441170140844,0.086694856981639,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-20_M1_sham_ave.fif,M1_sham,True,,0.8126790862193941,10,8,128
20,ppc,active,early,0.015,0.08,0.4898899529796833,78.23064534575751,19.460537872087343,-0.240499701947254,20.00000000000325,53.259110698797485,0.5067403581798813,0.0864501644687616,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-20_PPC_active_ave.fif,PPC_active,True,,0.6831785042545158,8,8,128
20,ppc,sham,early,0.015,0.08,0.1993116316436991,50.00000000000001,10.243945662649011,-0.3479448637387441,27.163587765139955,61.8853283668189,0.4579362571717909,0.0906260835110777,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-20_PPC_sham_ave.fif,PPC_sham,True,,0.7104315150531016,9,8,128
1,dlpfc,active,late,0.08,0.2,-0.0426085747501822,3.273858167185399,6.9741193171549245,-0.5594614607014038,11.911086223111214,61.185504308426815,0.9424915730867686,0.0218008315331843,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-01_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.4505034924213601,10,8,128
1,dlpfc,sham,late,0.08,0.2,0.0223555151545183,1.0000000000153093,4.000000000000001,0.5294549910068622,11.496074218423743,60.94118394486133,0.9249928979568832,0.0248976586326787,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-01_DLPFC_sham_ave.fif,DLPFC_sham,False,A1 non-trivial,0.6852253755148542,10,9,128
1,m1,active,late,0.08,0.2,-0.0505667474435563,8.716477215429965,4.277348744381404,-0.58729584466367,12.284984740444091,61.25258729783784,0.9400779847593348,0.0222536124373371,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-01_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.6730289019211955,9,8,128
1,m1,sham,late,0.08,0.2,-0.0173241584712734,1.00000000000004,4.000000000000001,-0.581566135826759,12.140619695810416,61.121857614515,0.9482180488427752,0.0206869526420687,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-01_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.8258776416710429,10,8,128
1,ppc,active,late,0.08,0.2,-0.0170767879943225,1.00000000000048,4.000000000000001,-0.6138340970701188,12.754517079865574,61.504255428215096,0.9197439502058824,0.0257540897504445,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-01_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.6050191736859214,8,8,128
1,ppc,sham,late,0.08,0.2,-0.0545172470849654,14.999999999999424,4.984782905503349,-0.5979830673007724,12.358277003407125,61.25697071868558,0.9394322865896372,0.0223731896479188,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-01_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.6793380811794851,9,8,128
2,dlpfc,active,late,0.08,0.2,0.0809728550031724,1.0000000000000002,6.669643271460814,-0.4369116476874201,11.573868374569397,60.90883738828257,0.9600585235091584,0.0181685125167516,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-02_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.6664345685420087,11,10,128
2,dlpfc,sham,late,0.08,0.2,-0.0215723713751327,1.0000000000000469,4.000000000000001,-0.5740551208560308,12.06914858176345,61.05790048673576,0.9492541295736244,0.0204789491660581,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-02_DLPFC_sham_ave.fif,DLPFC_sham,False,A1 non-trivial,0.632726134331064,11,8,128
2,m1,active,late,0.08,0.2,-0.0558871958906015,14.999999999999998,5.165600723053665,-0.5922992360170686,12.253755571354445,61.21070514233112,0.94294824225357,0.0217140998015659,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-02_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.6432929872427411,9,8,128
2,m1,sham,late,0.08,0.2,0.0110289874039239,1.0000000000000002,4.029502984428342,0.5947283685031611,12.32221075812184,61.238139832340245,0.9398134811966388,0.0223026735251283,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-02_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.6556009175772612,9,8,128
2,ppc,active,late,0.08,0.2,-0.0629134787817509,9.605471595884564,6.65240716263173,-0.6382068385727028,13.22321830798234,61.86732168858618,0.8903136864308863,0.0301081128494904,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-02_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.6061372498518479,9,8,128
2,ppc,sham,late,0.08,0.2,-0.0478895095660778,11.745934044648354,6.5569742093818535,-0.581981824862699,11.9640479865766,60.8599006883623,0.97013657529311,0.0157100338286228,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-02_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.7795335534595463,10,8,128
3,dlpfc,active,late,0.08,0.2,0.0077018516325509,1.0000000000000089,11.999999999999998,-0.568295066726246,11.753968606636173,60.67592190302919,0.9734057311978024,0.0148252266592819,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-03_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.806016028674895,13,8,128
3,dlpfc,sham,late,0.08,0.2,0.0430649996957782,1.0000000000000002,9.602894109033867,0.6986797729422651,14.227797552032303,61.79307858266561,0.8826223342579539,0.0311458400650304,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-03_DLPFC_sham_ave.fif,DLPFC_sham,False,A1 non-trivial,0.5173338733692421,8,8,128
3,m1,active,late,0.08,0.2,-0.0174912082756652,1.0000000000002292,4.000000000000001,-0.5915558628117358,12.344318296719752,61.29147398006874,0.9371467597990012,0.0227914077271741,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-03_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.6709320106339587,9,8,128
3,m1,sham,late,0.08,0.2,0.0220947690272328,6.120473931637003,4.394140021650949,0.5948523805630029,12.327567922519664,61.25618406557113,0.9397249132644946,0.0223190773274771,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-03_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.7163974335793506,9,8,128
3,ppc,active,late,0.08,0.2,0.0074716551076001,1.000000000000104,4.362029496160914,0.6137201604730387,12.646357181122738,61.42895305571678,0.9249032239278656,0.0249125372667523,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-03_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.5086589776735844,8,8,128
3,ppc,sham,late,0.08,0.2,-0.022513858528054,1.0000000000000002,10.09042652172628,0.5260831027794326,11.310577454888216,61.18413210822256,0.954258994385778,0.0194428608962858,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-03_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.7302187299053648,9,8,128
4,dlpfc,active,late,0.08,0.2,0.0247174245415581,2.8239987829807776,7.140087882809711,-0.5266682356747608,11.200986292963927,59.88336675695905,0.994180639239924,0.0069349758892812,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-04_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.9704349725608216,18,8,128
4,dlpfc,sham,late,0.08,0.2,0.1720844205076609,14.575198457614423,7.70079059666374,0.5814275152201765,12.416008118198231,61.765824071513,0.8970540478690501,0.0291683560201781,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-04_DLPFC_sham_ave.fif,DLPFC_sham,True,,0.6664471238434182,12,8,128
4,m1,active,late,0.08,0.2,0.0144079687293399,1.000000000000114,4.027234147100178,0.60573221944868,12.515882161438526,61.28515151938899,0.9384572147163714,0.0225525621661112,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-04_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.7474849015892573,9,8,128
4,m1,sham,late,0.08,0.2,-0.0146562572989848,1.0000000000176128,4.000000000000001,-0.6085946412080188,12.54109880433132,61.22934583236483,0.9421547835135864,0.0218645750116701,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-04_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.7588233876456998,9,8,128
4,ppc,active,late,0.08,0.2,0.0108933006181865,1.0000000000000002,4.177544986860264,0.6080637103311404,12.564604063247575,61.37895191660968,0.9296145896370543,0.0241184080398176,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-04_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.6628364290807762,8,8,128
4,ppc,sham,late,0.08,0.2,0.0616206197904145,9.896839859916422,9.90924944339552,-0.5736666506458189,12.007928832913215,60.93030070057453,0.9624254196898828,0.0176219670187093,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-04_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.6235664124294731,8,8,128
5,dlpfc,active,late,0.08,0.2,0.0877516012470647,1.0000000000000002,6.69255687209728,-0.4130445483088167,11.605038863635476,58.94077704086912,0.9654321989086944,0.016902198276378,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-05_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.5797521342743883,9,8,128
5,dlpfc,sham,late,0.08,0.2,0.046350073955838,1.0000000000000002,7.820364309281885,-0.4994272978725875,11.275890366053176,60.7637152118841,0.9562001623866158,0.0190258279472844,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-05_DLPFC_sham_ave.fif,DLPFC_sham,False,A1 non-trivial,0.5086067859227109,8,8,128
5,m1,active,late,0.08,0.2,-0.015046700137755,1.000000000000176,4.008239844285829,-0.6095033096889982,12.639407593188857,61.432934658947325,0.92604725252533,0.0247220494957226,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-05_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.7297096807822956,9,8,128
5,m1,sham,late,0.08,0.2,-0.1270534558194478,1.1776825117086254,7.102160692890853,0.1466356957098854,14.999999999999998,59.058875880638965,0.8380073327273867,0.0365893751561089,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-05_M1_sham_ave.fif,M1_sham,True,,1.0507731076741444,24,8,128
5,ppc,active,late,0.08,0.2,0.0616603432736986,14.99999999999998,4.98782555408388,0.6086160440676144,12.583743476514142,61.40469473411008,0.9270625224157414,0.0245517630938517,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-05_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.6036358042248405,8,8,128
5,ppc,sham,late,0.08,0.2,-0.0678453530200284,14.999999999999998,6.798986236148577,-0.6255514007946615,12.938884455522452,61.758644376555736,0.8965083747896969,0.0292455584284364,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-05_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.7164363913724374,10,8,128
6,dlpfc,active,late,0.08,0.2,0.1244872044043143,14.999999999999998,8.024316202657804,0.5888600596362638,12.543951268286298,62.07658059275382,0.8709987762270758,0.0326515821428777,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-06_DLPFC_active_ave.fif,DLPFC_active,True,,0.8809307680997147,14,8,128
6,dlpfc,sham,late,0.08,0.2,-0.2701935525749316,14.999999999999998,9.55559537793718,-0.5574972298795028,12.692858352596524,58.997270569743925,0.9552509188963412,0.0192308896466997,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-06_DLPFC_sham_ave.fif,DLPFC_sham,True,,0.8636219292829432,14,9,128
6,m1,active,late,0.08,0.2,0.0505879966918654,14.999999999999998,5.378530409206057,0.6074994823590123,12.534853918263094,61.37808350822197,0.929158967748134,0.0241963442803237,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-06_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.4546688307429619,9,8,128
6,m1,sham,late,0.08,0.2,0.0688602275762266,14.999999999999998,4.773964389634062,0.6126747931091691,12.707744553805874,61.51013087511282,0.9181348439411662,0.0260109887885389,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-06_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.7693022781519485,9,8,128
6,ppc,active,late,0.08,0.2,-0.0711730338074156,14.999999999999998,5.09359005907775,-0.6058980769027335,12.545970801659236,61.41165492179815,0.928256643857058,0.024349954800228,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-06_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.7149057173199393,9,8,128
6,ppc,sham,late,0.08,0.2,-0.0600234890644423,14.999999999999703,5.086026280422413,-0.6133961691648561,12.68093906540159,61.48086292966367,0.9208829922324338,0.0255706779027357,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-06_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.6897873078137425,9,8,128
7,dlpfc,active,late,0.08,0.2,0.0035381020233229,1.0000000000058336,11.218399315750473,0.5681129537297762,11.753519546735497,60.77945032907719,0.968178128594654,0.0162169871678747,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-07_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.8085624252267235,8,8,128
7,dlpfc,sham,late,0.08,0.2,-0.0520070279835126,14.999999999999996,5.596181241019941,-0.5751575625146544,11.86431859155547,60.78811905140871,0.9709394547004851,0.0154974125547647,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-07_DLPFC_sham_ave.fif,DLPFC_sham,False,A1 non-trivial,0.7528418528401545,9,8,128
7,m1,active,late,0.08,0.2,0.0424664345981024,8.985532298592481,4.247290957012142,0.5769918112137445,12.003376569919949,60.98648845703448,0.9595981859440682,0.0182729113651468,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-07_M1_active_ave.fif,M1_active,False,A1 non-trivial,0.6942080186263679,9,8,128
7,m1,sham,late,0.08,0.2,0.2021114394769117,11.355571077954476,4.145461383931639,0.5234838017439207,11.733789263691843,60.83318049448106,0.9685429676239468,0.0161237549663053,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-07_M1_sham_ave.fif,M1_sham,True,,0.7380615931589141,10,8,128
7,ppc,active,late,0.08,0.2,0.0500630832005099,14.999999999999998,11.735307418795768,-0.6104419913994263,12.59140090792656,61.42697903607807,0.9260651978430742,0.0247190497968233,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-07_PPC_active_ave.fif,PPC_active,False,A1 non-trivial,0.6277110566782067,9,8,128
7,ppc,sham,late,0.08,0.2,0.0451990621399237,14.999999999999998,11.421141423928267,-0.6005878952493044,12.391491844684472,61.2741126044053,0.9380192031173076,0.0226326752909929,30,5,True,"P3,P7,Pz,CP1,CP5",pca1,sub-07_PPC_sham_ave.fif,PPC_sham,False,A1 non-trivial,0.5781170958262399,9,8,128
8,dlpfc,active,late,0.08,0.2,-0.0138952459989078,1.0000000000002172,4.000000000000001,-0.5541206357595997,11.582184007342148,60.32518518590464,0.9830924896196946,0.0118208075343054,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-08_DLPFC_active_ave.fif,DLPFC_active,False,A1 non-trivial,0.8096630330089725,12,13,128
8,dlpfc,sham,late,0.08,0.2,0.043591312827033,3.877090480039296,4.000000000000001,0.5834286765563123,12.290930890641643,61.08592501592812,0.954691398693937,0.0193507428929295,30,5,True,"Fp2,F4,F8,FC2,FC6",pca1,sub-08_DLPFC_sham_ave.fif,DLPFC_sham,False,A1 non-trivial,0.8646658434112436,12,8,128
8,m1,active,late,0.08,0.2,-0.1382859922209595,14.999999999999998,4.640148709617765,-0.5961558264943745,12.46844917475309,61.25576176723781,0.9395778383786062,0.0223462906916281,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-08_M1_active_ave.fif,M1_active,True,,0.6253085078095906,9,8,128
8,m1,sham,late,0.08,0.2,-0.0413189070307779,4.2666154788287285,4.000000000000001,-0.5706202026335911,12.067889167451211,61.11490830978157,0.9523036310882664,0.0198540894297981,30,5,True,"C3,FC1,CP1,FC5,CP5",pca1,sub-08_M1_sham_ave.fif,M1_sham,False,A1 non-trivial,0.7530947583089056,9,8,128
