subject,site,cond,channel,mi_early_late_bits,reason,resample_n
3,m1,sham,F8,0.6781394682498899,ok,128
3,m1,sham,T7,0.8431256510204397,ok,128
3,m1,sham,T8,0.6847707163718021,ok,128
3,m1,sham,P7,0.6960004228851684,ok,128
3,m1,sham,P8,0.7814279146253544,ok,128
3,m1,sham,Fz,0.5819519268738068,ok,128
3,m1,sham,Cz,0.6413632428306948,ok,128
3,m1,sham,Pz,0.6886841402584553,ok,128
3,m1,sham,Iz,0.550245627767613,ok,128
3,m1,sham,FC1,0.7833073218562483,ok,128
3,m1,sham,FC2,0.6475087297225106,ok,128
3,m1,sham,CP1,0.7145222863154574,ok,128
3,m1,sham,CP2,0.5463127419243228,ok,128
3,m1,sham,FC5,0.5833973352123345,ok,128
3,m1,sham,FC6,0.6746706337379558,ok,128
3,m1,sham,CP5,0.6519708715860681,ok,128
3,m1,sham,CP6,0.7565203015419933,ok,128
3,m1,sham,TP9,0.6991196198583184,ok,128
3,m1,sham,TP10,0.7420966722286809,ok,128
3,ppc,active,Fp1,0.6079291900586408,ok,128
3,ppc,active,Fp2,0.6685980474012022,ok,128
3,ppc,active,F3,0.5714051340127614,ok,128
3,ppc,active,F4,0.7460663002463722,ok,128
3,ppc,active,C3,0.62838729265253,ok,128
3,ppc,active,C4,0.7255821968000911,ok,128
3,ppc,active,P3,0.7024449854286461,ok,128
3,ppc,active,P4,0.7015550333270448,ok,128
3,ppc,active,O1,0.7599525218192046,ok,128
3,ppc,active,O2,0.7570586890030475,ok,128
3,ppc,active,F7,0.6045143599189964,ok,128
3,ppc,active,F8,0.4630971381516898,ok,128
3,ppc,active,T7,0.7193476924524712,ok,128
3,ppc,active,T8,0.6235726210991831,ok,128
3,ppc,active,P7,0.5598314568059672,ok,128
3,ppc,active,P8,0.6799734470130553,ok,128
3,ppc,active,Fz,0.6683446336702763,ok,128
3,ppc,active,Cz,0.6544090435011068,ok,128
3,ppc,active,Pz,0.7362670354565587,ok,128
3,ppc,active,Iz,0.6390078313905796,ok,128
3,ppc,active,FC1,0.6564303169857467,ok,128
3,ppc,active,FC2,0.5492425119402663,ok,128
3,ppc,active,CP1,0.6360020436846449,ok,128
3,ppc,active,CP2,0.7744151110741538,ok,128
3,ppc,active,FC5,0.6270240576297119,ok,128
3,ppc,active,FC6,0.6583259066135382,ok,128
3,ppc,active,CP5,0.5652597542811195,ok,128
3,ppc,active,CP6,0.6744852641606581,ok,128
3,ppc,active,TP9,0.7351119267973895,ok,128
3,ppc,active,TP10,0.45315910743305976,ok,128
3,ppc,sham,Fp1,0.7433773383788611,ok,128
3,ppc,sham,Fp2,1.0063108266438983,ok,128
3,ppc,sham,F3,0.736220493895184,ok,128
3,ppc,sham,F4,0.7111833043277367,ok,128
3,ppc,sham,C3,0.6812942786263281,ok,128
3,ppc,sham,C4,0.4963971760371169,ok,128
3,ppc,sham,P3,0.7350311583552073,ok,128
3,ppc,sham,P4,0.6765678336333597,ok,128
3,ppc,sham,O1,0.7201980539810884,ok,128
3,ppc,sham,O2,0.5614547407939928,ok,128
3,ppc,sham,F7,0.6162573547218446,ok,128
3,ppc,sham,F8,0.6745283397773684,ok,128
3,ppc,sham,T7,0.5429537647961653,ok,128
3,ppc,sham,T8,0.8915674047133918,ok,128
