subject,site,cond,window,tmin,tmax,roi_names,agg_used_for_entropy,entropy_bins,entropy_shannon_bits,fit_valid,fit_issues,file
11,m1,active,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.886450322578124,False,A1 non-trivial,sub-11_M1_active_ave.fif
11,m1,sham,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.880047282972679,False,A1 non-trivial,sub-11_M1_sham_ave.fif
11,ppc,active,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.9065663316375616,False,A1 non-trivial,sub-11_PPC_active_ave.fif
11,ppc,sham,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.887650021523695,False,A1 non-trivial,sub-11_PPC_sham_ave.fif
12,dlpfc,active,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,8,2.8688790459606173,False,A1 non-trivial,sub-12_DLPFC_active_ave.fif
12,dlpfc,sham,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,8,2.8349823057990955,True,,sub-12_DLPFC_sham_ave.fif
12,m1,active,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.8990075389322474,False,A1 non-trivial,sub-12_M1_active_ave.fif
12,m1,sham,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.8728047883637506,False,A1 non-trivial,sub-12_M1_sham_ave.fif
12,ppc,active,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.847314876578948,False,A1 non-trivial,sub-12_PPC_active_ave.fif
12,ppc,sham,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.877207549383425,False,A1 non-trivial,sub-12_PPC_sham_ave.fif
13,dlpfc,active,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,10,2.9693364601187624,False,A1 non-trivial,sub-13_DLPFC_active_ave.fif
13,dlpfc,sham,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,13,3.2843989826872133,True,,sub-13_DLPFC_sham_ave.fif
13,m1,active,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.8840087520247897,False,A1 non-trivial,sub-13_M1_active_ave.fif
13,m1,sham,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.8762600344929297,True,,sub-13_M1_sham_ave.fif
13,ppc,active,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.900293917484767,False,A1 non-trivial,sub-13_PPC_active_ave.fif
13,ppc,sham,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.8756898460792994,False,A1 non-trivial,sub-13_PPC_sham_ave.fif
14,dlpfc,active,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,8,2.856968665644466,False,A1 non-trivial,sub-14_DLPFC_active_ave.fif
14,dlpfc,sham,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,8,2.880277569014223,False,A1 non-trivial,sub-14_DLPFC_sham_ave.fif
14,m1,active,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.7587351424159943,True,,sub-14_M1_active_ave.fif
14,m1,sham,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.8914239053919384,False,A1 non-trivial,sub-14_M1_sham_ave.fif
14,ppc,active,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.8734737342182837,False,A1 non-trivial,sub-14_PPC_active_ave.fif
14,ppc,sham,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.8719601704290083,False,A1 non-trivial,sub-14_PPC_sham_ave.fif
15,dlpfc,active,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,8,2.6738256065796593,False,A1 non-trivial,sub-15_DLPFC_active_ave.fif
15,dlpfc,sham,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,8,2.772468105403515,True,,sub-15_DLPFC_sham_ave.fif
15,m1,active,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.9127014614795583,False,A1 non-trivial,sub-15_M1_active_ave.fif
15,m1,sham,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.9051117985477757,False,A1 non-trivial,sub-15_M1_sham_ave.fif
15,ppc,active,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.888578568806138,False,A1 non-trivial,sub-15_PPC_active_ave.fif
15,ppc,sham,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.8718206817439604,False,A1 non-trivial,sub-15_PPC_sham_ave.fif
16,dlpfc,active,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,8,2.914427983438236,False,A1 non-trivial,sub-16_DLPFC_active_ave.fif
16,dlpfc,sham,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,8,2.794579512168462,True,,sub-16_DLPFC_sham_ave.fif
16,m1,active,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.8801533746447223,False,A1 non-trivial,sub-16_M1_active_ave.fif
16,m1,sham,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.8689218301492945,False,A1 non-trivial,sub-16_M1_sham_ave.fif
16,ppc,active,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.863325328102384,False,A1 non-trivial,sub-16_PPC_active_ave.fif
16,ppc,sham,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.878103310481662,False,A1 non-trivial,sub-16_PPC_sham_ave.fif
17,dlpfc,active,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,8,2.7553374173556837,False,A1 non-trivial,sub-17_DLPFC_active_ave.fif
17,dlpfc,sham,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,8,2.7804725447114635,False,A1 non-trivial,sub-17_DLPFC_sham_ave.fif
17,m1,active,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.8974799808883653,False,A1 non-trivial,sub-17_M1_active_ave.fif
17,m1,sham,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.8786867620216765,False,A1 non-trivial,sub-17_M1_sham_ave.fif
17,ppc,active,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.8756898460792994,False,A1 non-trivial,sub-17_PPC_active_ave.fif
17,ppc,sham,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.891609205346734,False,A1 non-trivial,sub-17_PPC_sham_ave.fif
18,dlpfc,active,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,8,2.6726632308802554,True,,sub-18_DLPFC_active_ave.fif
18,dlpfc,sham,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,8,2.814435463824204,False,A1 non-trivial,sub-18_DLPFC_sham_ave.fif
18,m1,active,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.897434759038319,False,A1 non-trivial,sub-18_M1_active_ave.fif
18,m1,sham,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.903286522577325,False,A1 non-trivial,sub-18_M1_sham_ave.fif
18,ppc,active,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.86238434215047,False,A1 non-trivial,sub-18_PPC_active_ave.fif
18,ppc,sham,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.8717946304564963,False,A1 non-trivial,sub-18_PPC_sham_ave.fif
19,dlpfc,active,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,9,2.8197617572775964,False,A1 non-trivial,sub-19_DLPFC_active_ave.fif
19,dlpfc,sham,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,8,2.894671736413227,False,A1 non-trivial,sub-19_DLPFC_sham_ave.fif
19,m1,active,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.8956338825080907,False,A1 non-trivial,sub-19_M1_active_ave.fif
19,m1,sham,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.857167139412179,False,A1 non-trivial,sub-19_M1_sham_ave.fif
19,ppc,active,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.8777371390373796,False,A1 non-trivial,sub-19_PPC_active_ave.fif
19,ppc,sham,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.8712136701909623,False,A1 non-trivial,sub-19_PPC_sham_ave.fif
20,dlpfc,active,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,8,2.9223399562295294,True,,sub-20_DLPFC_active_ave.fif
20,dlpfc,sham,late,0.08,0.2,"Fp2,F4,F8,FC2,FC6",mean,8,2.887447059722022,False,A1 non-trivial,sub-20_DLPFC_sham_ave.fif
20,m1,active,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.8840109198754305,False,A1 non-trivial,sub-20_M1_active_ave.fif
20,m1,sham,late,0.08,0.2,"C3,FC1,CP1,FC5,CP5",mean,8,2.891609205346734,False,A1 non-trivial,sub-20_M1_sham_ave.fif
20,ppc,active,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.8729827964313013,False,A1 non-trivial,sub-20_PPC_active_ave.fif
20,ppc,sham,late,0.08,0.2,"P3,P7,Pz,CP1,CP5",mean,8,2.8502811084478976,True,,sub-20_PPC_sham_ave.fif
